Contract_ID,Client_ID,Equipment_ID,Origination_Date,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-03542,CUST-03542,EQ-013,10-08-2025,4509000,676350,3832650,48,10.49,60.3,STRUCTURED_LEASE,Performing
EQF-2025-03543,CUST-03543,EQ-006,10-08-2025,5938000,1484500,4453500,36,7.72,54.2,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03544,CUST-03544,EQ-012,10-08-2025,13280000,1328000,11952000,24,10.76,67.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03545,CUST-03545,EQ-002,10-08-2025,2158000,215800,1942200,36,10.41,44.5,STRUCTURED_LEASE,Performing
EQF-2025-03546,CUST-03546,EQ-005,10-08-2025,2184000,327600,1856400,48,12.74,52.4,STRUCTURED_LEASE,Performing
EQF-2025-03547,CUST-03547,EQ-005,10-08-2025,5812000,581200,5230800,24,11.9,43.2,STRUCTURED_LEASE,Performing
EQF-2025-03548,CUST-03548,EQ-010,10-08-2025,6195000,619500,5575500,36,10.9,49,STRUCTURED_LEASE,Performing
EQF-2025-03549,CUST-03549,EQ-001,10-08-2025,8691000,869100,7821900,48,8.69,56.8,STRUCTURED_LEASE,Performing
EQF-2025-03550,CUST-03550,EQ-008,10-08-2025,6977000,697700,6279300,60,8.17,60.1,STRUCTURED_LEASE,Performing
EQF-2025-03551,CUST-03551,EQ-013,10-08-2025,2573000,514600,2058400,36,8.41,68.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03552,CUST-03552,EQ-009,10-08-2025,5882000,1470500,4411500,36,10.26,60.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03553,CUST-03553,EQ-008,11-08-2025,2760000,690000,2070000,48,11.44,77.4,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03554,CUST-03554,EQ-008,11-08-2025,10744000,2148800,8595200,36,7.68,48,STRUCTURED_LEASE,Performing
EQF-2025-03555,CUST-03555,EQ-006,11-08-2025,7973000,797300,7175700,36,8.23,54,STRUCTURED_LEASE,Performing
EQF-2025-03556,CUST-03556,EQ-010,11-08-2025,10450000,2612500,7837500,48,9.55,70,REQUIRE_COLLATERAL,Performing
EQF-2025-03557,CUST-03557,EQ-001,11-08-2025,8015000,2003750,6011250,60,7.8,56.1,STRUCTURED_LEASE,Performing
EQF-2025-03558,CUST-03558,EQ-004,11-08-2025,7021000,1755250,5265750,48,8.87,51.4,STRUCTURED_LEASE,Performing
EQF-2025-03559,CUST-03559,EQ-005,11-08-2025,8179000,1226850,6952150,36,11.37,71.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03560,CUST-03560,EQ-010,11-08-2025,10170000,2034000,8136000,48,10.58,74.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03561,CUST-03561,EQ-012,11-08-2025,12693000,1903950,10789050,36,10.74,70.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03562,CUST-03562,EQ-013,11-08-2025,2748000,412200,2335800,36,8.02,67.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03563,CUST-03563,EQ-006,11-08-2025,5450000,1090000,4360000,60,7,43.4,STRUCTURED_LEASE,Performing
EQF-2025-03564,CUST-03564,EQ-001,11-08-2025,12722000,3180500,9541500,60,8.86,73.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03565,CUST-03565,EQ-008,11-08-2025,4821000,723150,4097850,36,7,43.1,STRUCTURED_LEASE,Performing
EQF-2025-03566,CUST-03566,EQ-003,11-08-2025,3581000,895250,2685750,24,10.18,71.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03567,CUST-03567,EQ-010,11-08-2025,9537000,1430550,8106450,36,10.62,47,STRUCTURED_LEASE,Performing
EQF-2025-03568,CUST-03568,EQ-013,11-08-2025,3888000,972000,2916000,48,8.32,63.1,STRUCTURED_LEASE,Performing
EQF-2025-03569,CUST-03569,EQ-014,12-08-2025,3022000,302200,2719800,60,10.37,65.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03570,CUST-03570,EQ-002,12-08-2025,3840000,384000,3456000,24,10.37,51.6,STRUCTURED_LEASE,Performing
EQF-2025-03571,CUST-03571,EQ-011,12-08-2025,14875000,1487500,13387500,36,7.82,76.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03572,CUST-03572,EQ-004,12-08-2025,7617000,1523400,6093600,36,8.9,69.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03573,CUST-03573,EQ-014,12-08-2025,4185000,418500,3766500,24,8.8,58.1,STRUCTURED_LEASE,Performing
EQF-2025-03574,CUST-03574,EQ-002,12-08-2025,4578000,686700,3891300,48,10.9,47.8,STRUCTURED_LEASE,Performing
EQF-2025-03575,CUST-03575,EQ-015,12-08-2025,4448000,1112000,3336000,48,10.6,44.6,STRUCTURED_LEASE,Performing
EQF-2025-03576,CUST-03576,EQ-011,12-08-2025,11880000,2970000,8910000,36,10.36,60,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03577,CUST-03577,EQ-006,12-08-2025,4681000,1170250,3510750,36,8.66,37,AUTO_APPROVE,Performing
EQF-2025-03578,CUST-03578,EQ-004,12-08-2025,6530000,1632500,4897500,24,11.55,85.2,REJECT,Default
EQF-2025-03579,CUST-03579,EQ-013,12-08-2025,2978000,446700,2531300,36,9.77,59.8,STRUCTURED_LEASE,Performing
EQF-2025-03580,CUST-03580,EQ-008,12-08-2025,2783000,695750,2087250,36,10.24,47.4,STRUCTURED_LEASE,Performing
EQF-2025-03581,CUST-03581,EQ-004,12-08-2025,4549000,682350,3866650,48,12.1,70.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03582,CUST-03582,EQ-003,12-08-2025,1787000,268050,1518950,36,10.49,75.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03583,CUST-03583,EQ-011,12-08-2025,13751000,3437750,10313250,36,9.32,54.9,STRUCTURED_LEASE,Performing
EQF-2025-03584,CUST-03584,EQ-002,12-08-2025,2230000,557500,1672500,48,8.75,40.2,STRUCTURED_LEASE,Performing
EQF-2025-03585,CUST-03585,EQ-011,13-08-2025,5523000,1380750,4142250,36,7,79.1,REQUIRE_COLLATERAL,Performing
EQF-2025-03586,CUST-03586,EQ-012,13-08-2025,5317000,797550,4519450,48,7.15,71.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03587,CUST-03587,EQ-010,13-08-2025,8450000,1690000,6760000,48,10.78,85.1,REJECT,Performing
EQF-2025-03588,CUST-03588,EQ-013,13-08-2025,1223000,183450,1039550,48,7,59.9,STRUCTURED_LEASE,Performing
EQF-2025-03589,CUST-03589,EQ-006,13-08-2025,4799000,959800,3839200,24,11.02,55.3,STRUCTURED_LEASE,Performing
EQF-2025-03590,CUST-03590,EQ-006,13-08-2025,2332000,583000,1749000,48,10.71,43.2,STRUCTURED_LEASE,Performing
EQF-2025-03591,CUST-03591,EQ-007,13-08-2025,5218000,782700,4435300,24,8.2,72.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03592,CUST-03592,EQ-006,13-08-2025,8209000,2052250,6156750,60,9.77,65.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03593,CUST-03593,EQ-008,13-08-2025,10649000,2129800,8519200,48,10.36,58.4,STRUCTURED_LEASE,Performing
EQF-2025-03594,CUST-03594,EQ-010,13-08-2025,6257000,1251400,5005600,36,9.64,75.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03595,CUST-03595,EQ-008,13-08-2025,7978000,1196700,6781300,36,11.35,59.4,STRUCTURED_LEASE,Performing
EQF-2025-03596,CUST-03596,EQ-004,13-08-2025,7597000,1139550,6457450,60,7.41,59.8,STRUCTURED_LEASE,Performing
EQF-2025-03597,CUST-03597,EQ-009,13-08-2025,3950000,592500,3357500,60,10.26,60.4,STRUCTURED_LEASE,Performing
EQF-2025-03598,CUST-03598,EQ-008,13-08-2025,6275000,941250,5333750,60,8.59,91.1,REJECT,Performing
EQF-2025-03599,CUST-03599,EQ-012,13-08-2025,4708000,470800,4237200,48,7,64.8,STRUCTURED_LEASE,Performing
EQF-2025-03600,CUST-03600,EQ-013,13-08-2025,4224000,422400,3801600,48,7.76,49.9,STRUCTURED_LEASE,Performing
EQF-2025-03601,CUST-03601,EQ-006,14-08-2025,3186000,796500,2389500,48,8.71,53.8,STRUCTURED_LEASE,Performing
EQF-2025-03602,CUST-03602,EQ-010,14-08-2025,6414000,1282800,5131200,24,9.53,50,STRUCTURED_LEASE,Performing
EQF-2025-03603,CUST-03603,EQ-006,14-08-2025,4864000,972800,3891200,24,8.15,63.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03604,CUST-03604,EQ-001,14-08-2025,10168000,2542000,7626000,48,8.74,45.3,STRUCTURED_LEASE,Performing
EQF-2025-03605,CUST-03605,EQ-005,14-08-2025,7225000,1806250,5418750,36,8.91,40.1,STRUCTURED_LEASE,Performing
EQF-2025-03606,CUST-03606,EQ-009,14-08-2025,6343000,1585750,4757250,48,8.18,65.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03607,CUST-03607,EQ-014,14-08-2025,3720000,372000,3348000,36,8.65,61.3,STRUCTURED_LEASE,Performing
EQF-2025-03608,CUST-03608,EQ-001,14-08-2025,9794000,2448500,7345500,48,10.36,36.5,AUTO_APPROVE,Performing
EQF-2025-03609,CUST-03609,EQ-002,14-08-2025,1299000,259800,1039200,36,11.97,58.8,STRUCTURED_LEASE,Performing
EQF-2025-03610,CUST-03610,EQ-007,14-08-2025,2890000,722500,2167500,36,9.81,58.6,STRUCTURED_LEASE,Performing
EQF-2025-03611,CUST-03611,EQ-008,14-08-2025,10637000,1595550,9041450,36,9.7,74.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03612,CUST-03612,EQ-006,14-08-2025,8469000,1693800,6775200,36,9.38,52.6,STRUCTURED_LEASE,Performing
EQF-2025-03613,CUST-03613,EQ-012,14-08-2025,12035000,2407000,9628000,60,8.91,74.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03614,CUST-03614,EQ-013,14-08-2025,2065000,413000,1652000,48,10.36,89.1,REJECT,Default
EQF-2025-03615,CUST-03615,EQ-012,14-08-2025,5121000,512100,4608900,60,10.97,64.2,STRUCTURED_LEASE,Performing
EQF-2025-03616,CUST-03616,EQ-006,14-08-2025,4403000,440300,3962700,36,7.76,81.1,REJECT,Performing
EQF-2025-03617,CUST-03617,EQ-008,15-08-2025,9781000,1956200,7824800,36,11.06,71.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03618,CUST-03618,EQ-013,15-08-2025,3943000,591450,3351550,24,11.94,70.4,REQUIRE_COLLATERAL,Default
EQF-2025-03619,CUST-03619,EQ-013,15-08-2025,4559000,911800,3647200,24,7.99,62.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03620,CUST-03620,EQ-009,15-08-2025,5810000,581000,5229000,24,10.88,57.4,STRUCTURED_LEASE,Performing
EQF-2025-03621,CUST-03621,EQ-003,15-08-2025,1695000,254250,1440750,24,11.95,63,STRUCTURED_LEASE,Performing
EQF-2025-03622,CUST-03622,EQ-005,15-08-2025,2304000,460800,1843200,60,10.57,99,REJECT,60_Days_Past_Due
EQF-2025-03623,CUST-03623,EQ-006,15-08-2025,1836000,183600,1652400,60,9.24,60.2,STRUCTURED_LEASE,Performing
EQF-2025-03624,CUST-03624,EQ-015,15-08-2025,3749000,562350,3186650,60,10.67,55.7,STRUCTURED_LEASE,Performing
EQF-2025-03625,CUST-03625,EQ-005,15-08-2025,3200000,800000,2400000,60,8.28,61.7,STRUCTURED_LEASE,Performing
EQF-2025-03626,CUST-03626,EQ-011,15-08-2025,12078000,3019500,9058500,36,9.03,56.1,STRUCTURED_LEASE,Performing
EQF-2025-03627,CUST-03627,EQ-009,15-08-2025,6304000,1260800,5043200,48,8.4,55.7,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03628,CUST-03628,EQ-002,15-08-2025,2454000,613500,1840500,24,7.48,51,STRUCTURED_LEASE,Performing
EQF-2025-03629,CUST-03629,EQ-003,15-08-2025,1872000,187200,1684800,24,9.56,70.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03630,CUST-03630,EQ-010,15-08-2025,3370000,505500,2864500,48,9.96,72.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03631,CUST-03631,EQ-013,15-08-2025,4002000,800400,3201600,60,10.49,90,REJECT,60_Days_Past_Due
EQF-2025-03632,CUST-03632,EQ-009,15-08-2025,4653000,697950,3955050,48,7,51.9,STRUCTURED_LEASE,Performing
EQF-2025-03633,CUST-03633,EQ-008,16-08-2025,5250000,787500,4462500,48,9.77,54,STRUCTURED_LEASE,Performing
EQF-2025-03634,CUST-03634,EQ-012,16-08-2025,13423000,2013450,11409550,36,9.62,47,STRUCTURED_LEASE,Performing
EQF-2025-03635,CUST-03635,EQ-006,16-08-2025,5655000,565500,5089500,36,7.86,65.1,REQUIRE_COLLATERAL,Performing
EQF-2025-03636,CUST-03636,EQ-008,16-08-2025,6903000,1380600,5522400,36,8.83,68.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03637,CUST-03637,EQ-002,16-08-2025,4666000,1166500,3499500,60,10.63,68.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03638,CUST-03638,EQ-006,16-08-2025,7209000,1081350,6127650,60,9.65,79.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03639,CUST-03639,EQ-001,16-08-2025,11547000,1732050,9814950,48,9.47,92.5,REJECT,60_Days_Past_Due
EQF-2025-03640,CUST-03640,EQ-009,16-08-2025,4580000,687000,3893000,24,10.84,59.6,STRUCTURED_LEASE,Performing
EQF-2025-03641,CUST-03641,EQ-009,16-08-2025,4155000,415500,3739500,36,12.97,72.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03642,CUST-03642,EQ-002,16-08-2025,4813000,1203250,3609750,36,9.14,65.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03643,CUST-03643,EQ-010,16-08-2025,6902000,1035300,5866700,60,9.87,82.9,REJECT,Default
EQF-2025-03644,CUST-03644,EQ-010,16-08-2025,8487000,848700,7638300,36,8.16,57.1,STRUCTURED_LEASE,Performing
EQF-2025-03645,CUST-03645,EQ-013,16-08-2025,4584000,458400,4125600,36,12.72,38.6,AUTO_APPROVE,Performing
EQF-2025-03646,CUST-03646,EQ-006,16-08-2025,7911000,1186650,6724350,36,8.69,49.8,STRUCTURED_LEASE,Performing
EQF-2025-03647,CUST-03647,EQ-008,16-08-2025,4861000,729150,4131850,60,7,67.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03648,CUST-03648,EQ-001,16-08-2025,6067000,606700,5460300,48,10.43,71.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03649,CUST-03649,EQ-004,17-08-2025,4721000,472100,4248900,48,7.08,55.2,STRUCTURED_LEASE,Performing
EQF-2025-03650,CUST-03650,EQ-015,17-08-2025,4707000,706050,4000950,36,11.44,64.6,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-03651,CUST-03651,EQ-013,17-08-2025,2606000,260600,2345400,36,10.38,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03652,CUST-03652,EQ-011,17-08-2025,5907000,590700,5316300,36,7.96,63.5,STRUCTURED_LEASE,Performing
EQF-2025-03653,CUST-03653,EQ-003,17-08-2025,1574000,236100,1337900,48,10.51,81.2,REJECT,Performing
EQF-2025-03654,CUST-03654,EQ-005,17-08-2025,3791000,568650,3222350,60,9,62.9,STRUCTURED_LEASE,Performing
EQF-2025-03655,CUST-03655,EQ-005,17-08-2025,2453000,490600,1962400,36,10.14,75.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03656,CUST-03656,EQ-009,17-08-2025,2595000,648750,1946250,36,7.58,34.5,AUTO_APPROVE,Performing
EQF-2025-03657,CUST-03657,EQ-001,17-08-2025,11523000,1728450,9794550,48,7.49,65.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03658,CUST-03658,EQ-010,17-08-2025,2668000,400200,2267800,48,9.98,96.1,REJECT,60_Days_Past_Due
EQF-2025-03659,CUST-03659,EQ-010,17-08-2025,3499000,524850,2974150,24,12.33,84.3,REJECT,Performing
EQF-2025-03660,CUST-03660,EQ-002,17-08-2025,5191000,1297750,3893250,36,8.53,89.5,REJECT,Performing
EQF-2025-03661,CUST-03661,EQ-004,17-08-2025,9682000,1936400,7745600,48,8.42,64.3,STRUCTURED_LEASE,Performing
EQF-2025-03662,CUST-03662,EQ-008,17-08-2025,5299000,529900,4769100,48,8.99,90.6,REJECT,Performing
EQF-2025-03663,CUST-03663,EQ-006,17-08-2025,2116000,529000,1587000,60,7.51,67.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03664,CUST-03664,EQ-006,17-08-2025,6435000,965250,5469750,60,10.33,67.3,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03665,CUST-03665,EQ-010,18-08-2025,5561000,834150,4726850,24,10.85,72.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03666,CUST-03666,EQ-001,18-08-2025,4500000,900000,3600000,48,10.22,52.1,STRUCTURED_LEASE,Performing
EQF-2025-03667,CUST-03667,EQ-014,18-08-2025,1800000,360000,1440000,36,9.25,45.2,STRUCTURED_LEASE,Performing
EQF-2025-03668,CUST-03668,EQ-009,18-08-2025,2461000,492200,1968800,48,7.96,78,REQUIRE_COLLATERAL,Performing
EQF-2025-03669,CUST-03669,EQ-005,18-08-2025,5624000,562400,5061600,48,12.59,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03670,CUST-03670,EQ-001,18-08-2025,13879000,3469750,10409250,48,8.21,63.6,STRUCTURED_LEASE,Performing
EQF-2025-03671,CUST-03671,EQ-006,18-08-2025,7052000,1763000,5289000,60,8.18,52.3,STRUCTURED_LEASE,Performing
EQF-2025-03672,CUST-03672,EQ-006,18-08-2025,5326000,1065200,4260800,48,7,60.1,STRUCTURED_LEASE,Performing
EQF-2025-03673,CUST-03673,EQ-013,18-08-2025,2804000,280400,2523600,60,7.37,59.1,STRUCTURED_LEASE,Performing
EQF-2025-03674,CUST-03674,EQ-005,18-08-2025,5831000,1457750,4373250,36,10.02,83.9,REJECT,60_Days_Past_Due
EQF-2025-03675,CUST-03675,EQ-010,18-08-2025,6272000,940800,5331200,36,8.86,57.4,STRUCTURED_LEASE,Performing
EQF-2025-03676,CUST-03676,EQ-012,18-08-2025,6707000,1006050,5700950,48,8.2,83.6,REJECT,Performing
EQF-2025-03677,CUST-03677,EQ-006,18-08-2025,6254000,938100,5315900,60,8.3,71.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03678,CUST-03678,EQ-001,18-08-2025,13606000,3401500,10204500,36,8.73,64.7,STRUCTURED_LEASE,Performing
EQF-2025-03679,CUST-03679,EQ-014,18-08-2025,2617000,523400,2093600,24,8.5,99,REJECT,60_Days_Past_Due
EQF-2025-03680,CUST-03680,EQ-001,18-08-2025,13257000,1988550,11268450,36,11.6,99,REJECT,Default
EQF-2025-03681,CUST-03681,EQ-014,19-08-2025,2838000,567600,2270400,48,8.94,87.6,REJECT,Performing
EQF-2025-03682,CUST-03682,EQ-005,19-08-2025,4309000,430900,3878100,48,9.72,81.9,REJECT,Performing
EQF-2025-03683,CUST-03683,EQ-013,19-08-2025,1308000,196200,1111800,48,9.59,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03684,CUST-03684,EQ-005,19-08-2025,6367000,636700,5730300,60,9.64,73.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03685,CUST-03685,EQ-013,19-08-2025,4269000,853800,3415200,48,8.94,64,STRUCTURED_LEASE,Performing
EQF-2025-03686,CUST-03686,EQ-008,19-08-2025,8140000,2035000,6105000,36,8.79,37.5,AUTO_APPROVE,Performing
EQF-2025-03687,CUST-03687,EQ-015,19-08-2025,1587000,317400,1269600,48,10.46,72.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03688,CUST-03688,EQ-011,19-08-2025,5136000,770400,4365600,48,9.83,63.8,STRUCTURED_LEASE,Performing
EQF-2025-03689,CUST-03689,EQ-005,19-08-2025,5510000,826500,4683500,60,8.36,50.2,STRUCTURED_LEASE,Performing
EQF-2025-03690,CUST-03690,EQ-006,19-08-2025,4311000,862200,3448800,24,7,40.7,STRUCTURED_LEASE,Performing
EQF-2025-03691,CUST-03691,EQ-013,19-08-2025,2831000,424650,2406350,36,8.59,73.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03692,CUST-03692,EQ-008,19-08-2025,10726000,1608900,9117100,36,7.46,47.7,STRUCTURED_LEASE,Performing
EQF-2025-03693,CUST-03693,EQ-003,19-08-2025,3951000,395100,3555900,48,8.12,35.1,AUTO_APPROVE,Performing
EQF-2025-03694,CUST-03694,EQ-006,19-08-2025,4383000,1095750,3287250,24,7.52,41.9,STRUCTURED_LEASE,Performing
EQF-2025-03695,CUST-03695,EQ-001,19-08-2025,4210000,842000,3368000,48,11.24,54.8,STRUCTURED_LEASE,Performing
EQF-2025-03696,CUST-03696,EQ-005,19-08-2025,1739000,173900,1565100,48,11.23,85.7,REJECT,Performing
EQF-2025-03697,CUST-03697,EQ-007,20-08-2025,4361000,654150,3706850,36,10.64,55.8,STRUCTURED_LEASE,Performing
EQF-2025-03698,CUST-03698,EQ-003,20-08-2025,4383000,438300,3944700,48,9,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03699,CUST-03699,EQ-007,20-08-2025,4480000,1120000,3360000,60,8.5,78.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03700,CUST-03700,EQ-011,20-08-2025,8465000,1693000,6772000,48,7.26,62.7,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-03701,CUST-03701,EQ-010,20-08-2025,2765000,691250,2073750,36,10.87,61.8,STRUCTURED_LEASE,Performing
EQF-2025-03702,CUST-03702,EQ-014,20-08-2025,4876000,1219000,3657000,36,10.8,60,STRUCTURED_LEASE,Performing
EQF-2025-03703,CUST-03703,EQ-011,20-08-2025,14850000,1485000,13365000,48,10.24,77.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03704,CUST-03704,EQ-013,20-08-2025,3288000,328800,2959200,36,7.84,25.7,AUTO_APPROVE,Performing
EQF-2025-03705,CUST-03705,EQ-015,20-08-2025,1167000,291750,875250,48,8.99,42,STRUCTURED_LEASE,Performing
EQF-2025-03706,CUST-03706,EQ-007,20-08-2025,3613000,541950,3071050,60,9.32,71.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03707,CUST-03707,EQ-013,20-08-2025,4591000,918200,3672800,48,7,64.2,STRUCTURED_LEASE,Performing
EQF-2025-03708,CUST-03708,EQ-012,20-08-2025,11480000,1722000,9758000,36,11.64,61.7,STRUCTURED_LEASE,Performing
EQF-2025-03709,CUST-03709,EQ-001,20-08-2025,11920000,1788000,10132000,36,7.47,48.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03710,CUST-03710,EQ-007,20-08-2025,1242000,248400,993600,60,8.33,52.2,STRUCTURED_LEASE,Performing
EQF-2025-03711,CUST-03711,EQ-009,20-08-2025,2246000,224600,2021400,60,7,56.6,STRUCTURED_LEASE,Performing
EQF-2025-03712,CUST-03712,EQ-003,20-08-2025,1684000,252600,1431400,36,9.19,79.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03713,CUST-03713,EQ-003,21-08-2025,4637000,463700,4173300,36,9.13,39.3,AUTO_APPROVE,Performing
EQF-2025-03714,CUST-03714,EQ-010,21-08-2025,6970000,1394000,5576000,48,10.97,71.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03715,CUST-03715,EQ-007,21-08-2025,4916000,737400,4178600,36,8.08,40.2,STRUCTURED_LEASE,Performing
EQF-2025-03716,CUST-03716,EQ-001,21-08-2025,5268000,526800,4741200,24,7.87,62,STRUCTURED_LEASE,Performing
EQF-2025-03717,CUST-03717,EQ-011,21-08-2025,14204000,1420400,12783600,36,9.62,47.6,STRUCTURED_LEASE,Performing
EQF-2025-03718,CUST-03718,EQ-006,21-08-2025,7248000,1087200,6160800,36,7,81.1,REJECT,Default
EQF-2025-03719,CUST-03719,EQ-001,21-08-2025,6472000,1294400,5177600,36,11.5,75.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03720,CUST-03720,EQ-001,21-08-2025,13616000,3404000,10212000,36,7.52,69.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03721,CUST-03721,EQ-011,21-08-2025,6898000,689800,6208200,24,12.23,70.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03722,CUST-03722,EQ-013,21-08-2025,1980000,396000,1584000,48,8.31,70.1,REQUIRE_COLLATERAL,Performing
EQF-2025-03723,CUST-03723,EQ-007,21-08-2025,2174000,326100,1847900,48,7.36,41.6,STRUCTURED_LEASE,Performing
EQF-2025-03724,CUST-03724,EQ-009,21-08-2025,7870000,787000,7083000,36,10.37,55.3,STRUCTURED_LEASE,Performing
EQF-2025-03725,CUST-03725,EQ-001,21-08-2025,14072000,1407200,12664800,60,10.29,44.5,STRUCTURED_LEASE,Performing
EQF-2025-03726,CUST-03726,EQ-015,21-08-2025,2511000,251100,2259900,36,10.32,66.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03727,CUST-03727,EQ-005,21-08-2025,6438000,1287600,5150400,24,9.65,55.5,STRUCTURED_LEASE,Performing
EQF-2025-03728,CUST-03728,EQ-006,21-08-2025,6230000,623000,5607000,36,12.86,82.2,REJECT,Performing
EQF-2025-03729,CUST-03729,EQ-006,22-08-2025,7146000,714600,6431400,48,7.48,33.7,AUTO_APPROVE,Performing
EQF-2025-03730,CUST-03730,EQ-008,22-08-2025,5020000,753000,4267000,36,11.54,65.7,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03731,CUST-03731,EQ-005,22-08-2025,5071000,507100,4563900,24,7.09,51.7,STRUCTURED_LEASE,Performing
EQF-2025-03732,CUST-03732,EQ-002,22-08-2025,4272000,854400,3417600,48,11.98,81.1,REJECT,60_Days_Past_Due
EQF-2025-03733,CUST-03733,EQ-011,22-08-2025,4289000,643350,3645650,48,10.03,35.3,AUTO_APPROVE,Performing
EQF-2025-03734,CUST-03734,EQ-010,22-08-2025,5702000,1425500,4276500,48,11.84,66.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03735,CUST-03735,EQ-009,22-08-2025,6371000,955650,5415350,48,10.84,77.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03736,CUST-03736,EQ-008,22-08-2025,4647000,464700,4182300,60,7,77.5,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03737,CUST-03737,EQ-013,22-08-2025,4839000,1209750,3629250,24,8.99,60.6,STRUCTURED_LEASE,Performing
EQF-2025-03738,CUST-03738,EQ-014,22-08-2025,1315000,197250,1117750,24,7.62,59.4,STRUCTURED_LEASE,Performing
EQF-2025-03739,CUST-03739,EQ-013,22-08-2025,4841000,484100,4356900,60,11.74,77.4,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03740,CUST-03740,EQ-004,22-08-2025,4342000,651300,3690700,48,10.7,90.7,REJECT,Performing
EQF-2025-03741,CUST-03741,EQ-007,22-08-2025,1054000,210800,843200,48,9.73,60.2,STRUCTURED_LEASE,Performing
EQF-2025-03742,CUST-03742,EQ-014,22-08-2025,2311000,231100,2079900,24,8.88,57.1,STRUCTURED_LEASE,Performing
EQF-2025-03743,CUST-03743,EQ-003,22-08-2025,4188000,837600,3350400,24,10.14,25.7,AUTO_APPROVE,Performing
