Contract_ID,Origination_Date,Client_Industry,Equipment_Category,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Client_Credit_Score,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-03604,14-08-2025,Healthcare,Surgical Robot,10168000,2542000,7626000,48,8.74,802,45.3,STRUCTURED_LEASE,Performing
EQF-2025-03605,14-08-2025,Manufacturing,Injection Molding Press,7225000,1806250,5418750,36,8.91,758,40.1,STRUCTURED_LEASE,Performing
EQF-2025-03606,14-08-2025,Manufacturing,Industrial Robotic Arm,6343000,1585750,4757250,48,8.18,711,65.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03607,14-08-2025,Logistics & Fleet,Heavy Duty Hauler,3720000,372000,3348000,36,8.65,712,61.3,STRUCTURED_LEASE,Performing
EQF-2025-03608,14-08-2025,Healthcare,Surgical Robot,9794000,2448500,7345500,48,10.36,824,36.5,AUTO_APPROVE,Performing
EQF-2025-03609,14-08-2025,IT & Enterprise Tech,Automated Storage Array,1299000,259800,1039200,36,11.97,756,58.8,STRUCTURED_LEASE,Performing
EQF-2025-03610,14-08-2025,IT & Enterprise Tech,Enterprise Server Rack,2890000,722500,2167500,36,9.81,720,58.6,STRUCTURED_LEASE,Performing
EQF-2025-03611,14-08-2025,Construction,Bulldozer,10637000,1595550,9041450,36,9.7,654,74.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03612,14-08-2025,Manufacturing,CNC Milling Unit,8469000,1693800,6775200,36,9.38,695,52.6,STRUCTURED_LEASE,Performing
EQF-2025-03613,14-08-2025,Healthcare,Digital X-Ray System,12035000,2407000,9628000,60,8.91,654,74.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03614,14-08-2025,Logistics & Fleet,Electric Delivery Van,2065000,413000,1652000,48,10.36,596,89.1,REJECT,Default
EQF-2025-03615,14-08-2025,Healthcare,Digital X-Ray System,5121000,512100,4608900,60,10.97,724,64.2,STRUCTURED_LEASE,Performing
EQF-2025-03616,14-08-2025,Manufacturing,CNC Milling Unit,4403000,440300,3962700,36,7.76,596,81.1,REJECT,Performing
EQF-2025-03617,15-08-2025,Construction,Bulldozer,9781000,1956200,7824800,36,11.06,669,71.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03618,15-08-2025,Logistics & Fleet,Electric Delivery Van,3943000,591450,3351550,24,11.94,689,70.4,REQUIRE_COLLATERAL,Default
EQF-2025-03619,15-08-2025,Logistics & Fleet,Electric Delivery Van,4559000,911800,3647200,24,7.99,615,62.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03620,15-08-2025,Manufacturing,Industrial Robotic Arm,5810000,581000,5229000,24,10.88,776,57.4,STRUCTURED_LEASE,Performing
EQF-2025-03621,15-08-2025,Logistics & Fleet,Forklift Fleet,1695000,254250,1440750,24,11.95,702,63,STRUCTURED_LEASE,Performing
EQF-2025-03622,15-08-2025,Manufacturing,Injection Molding Press,2304000,460800,1843200,60,10.57,560,99,REJECT,60_Days_Past_Due
EQF-2025-03623,15-08-2025,Manufacturing,CNC Milling Unit,1836000,183600,1652400,60,9.24,764,60.2,STRUCTURED_LEASE,Performing
EQF-2025-03624,15-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3749000,562350,3186650,60,10.67,825,55.7,STRUCTURED_LEASE,Performing
EQF-2025-03625,15-08-2025,Manufacturing,Injection Molding Press,3200000,800000,2400000,60,8.28,721,61.7,STRUCTURED_LEASE,Performing
EQF-2025-03626,15-08-2025,Healthcare,MRI Scanner,12078000,3019500,9058500,36,9.03,750,56.1,STRUCTURED_LEASE,Performing
EQF-2025-03627,15-08-2025,Manufacturing,Industrial Robotic Arm,6304000,1260800,5043200,48,8.4,731,55.7,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03628,15-08-2025,IT & Enterprise Tech,Automated Storage Array,2454000,613500,1840500,24,7.48,747,51,STRUCTURED_LEASE,Performing
EQF-2025-03629,15-08-2025,Logistics & Fleet,Forklift Fleet,1872000,187200,1684800,24,9.56,674,70.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03630,15-08-2025,Construction,Hydraulic Excavator,3370000,505500,2864500,48,9.96,661,72.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03631,15-08-2025,Logistics & Fleet,Electric Delivery Van,4002000,800400,3201600,60,10.49,641,90,REJECT,60_Days_Past_Due
EQF-2025-03632,15-08-2025,Manufacturing,Industrial Robotic Arm,4653000,697950,3955050,48,7,717,51.9,STRUCTURED_LEASE,Performing
EQF-2025-03633,16-08-2025,Construction,Bulldozer,5250000,787500,4462500,48,9.77,751,54,STRUCTURED_LEASE,Performing
EQF-2025-03634,16-08-2025,Healthcare,Digital X-Ray System,13423000,2013450,11409550,36,9.62,751,47,STRUCTURED_LEASE,Performing
EQF-2025-03635,16-08-2025,Manufacturing,CNC Milling Unit,5655000,565500,5089500,36,7.86,682,65.1,REQUIRE_COLLATERAL,Performing
EQF-2025-03636,16-08-2025,Construction,Bulldozer,6903000,1380600,5522400,36,8.83,697,68.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03637,16-08-2025,IT & Enterprise Tech,Automated Storage Array,4666000,1166500,3499500,60,10.63,697,68.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03638,16-08-2025,Manufacturing,CNC Milling Unit,7209000,1081350,6127650,60,9.65,677,79.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03639,16-08-2025,Healthcare,Surgical Robot,11547000,1732050,9814950,48,9.47,584,92.5,REJECT,60_Days_Past_Due
EQF-2025-03640,16-08-2025,Manufacturing,Industrial Robotic Arm,4580000,687000,3893000,24,10.84,697,59.6,STRUCTURED_LEASE,Performing
EQF-2025-03641,16-08-2025,Manufacturing,Industrial Robotic Arm,4155000,415500,3739500,36,12.97,690,72.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03642,16-08-2025,IT & Enterprise Tech,Automated Storage Array,4813000,1203250,3609750,36,9.14,706,65.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03643,16-08-2025,Construction,Hydraulic Excavator,6902000,1035300,5866700,60,9.87,675,82.9,REJECT,Default
EQF-2025-03644,16-08-2025,Construction,Hydraulic Excavator,8487000,848700,7638300,36,8.16,728,57.1,STRUCTURED_LEASE,Performing
EQF-2025-03645,16-08-2025,Logistics & Fleet,Electric Delivery Van,4584000,458400,4125600,36,12.72,850,38.6,AUTO_APPROVE,Performing
EQF-2025-03646,16-08-2025,Manufacturing,CNC Milling Unit,7911000,1186650,6724350,36,8.69,760,49.8,STRUCTURED_LEASE,Performing
EQF-2025-03647,16-08-2025,Construction,Bulldozer,4861000,729150,4131850,60,7,679,67.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03648,16-08-2025,Healthcare,Surgical Robot,6067000,606700,5460300,48,10.43,695,71.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03649,17-08-2025,Construction,Tower Crane,4721000,472100,4248900,48,7.08,702,55.2,STRUCTURED_LEASE,Performing
EQF-2025-03650,17-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4707000,706050,4000950,36,11.44,717,64.6,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-03651,17-08-2025,Logistics & Fleet,Electric Delivery Van,2606000,260600,2345400,36,10.38,709,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03652,17-08-2025,Healthcare,MRI Scanner,5907000,590700,5316300,36,7.96,680,63.5,STRUCTURED_LEASE,Performing
EQF-2025-03653,17-08-2025,Logistics & Fleet,Forklift Fleet,1574000,236100,1337900,48,10.51,677,81.2,REJECT,Performing
EQF-2025-03654,17-08-2025,Manufacturing,Injection Molding Press,3791000,568650,3222350,60,9,751,62.9,STRUCTURED_LEASE,Performing
EQF-2025-03655,17-08-2025,Manufacturing,Injection Molding Press,2453000,490600,1962400,36,10.14,692,75.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03656,17-08-2025,Manufacturing,Industrial Robotic Arm,2595000,648750,1946250,36,7.58,747,34.5,AUTO_APPROVE,Performing
EQF-2025-03657,17-08-2025,Healthcare,Surgical Robot,11523000,1728450,9794550,48,7.49,695,65.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03658,17-08-2025,Construction,Hydraulic Excavator,2668000,400200,2267800,48,9.98,592,96.1,REJECT,60_Days_Past_Due
EQF-2025-03659,17-08-2025,Construction,Hydraulic Excavator,3499000,524850,2974150,24,12.33,641,84.3,REJECT,Performing
EQF-2025-03660,17-08-2025,IT & Enterprise Tech,Automated Storage Array,5191000,1297750,3893250,36,8.53,605,89.5,REJECT,Performing
EQF-2025-03661,17-08-2025,Construction,Tower Crane,9682000,1936400,7745600,48,8.42,723,64.3,STRUCTURED_LEASE,Performing
EQF-2025-03662,17-08-2025,Construction,Bulldozer,5299000,529900,4769100,48,8.99,599,90.6,REJECT,Performing
EQF-2025-03663,17-08-2025,Manufacturing,CNC Milling Unit,2116000,529000,1587000,60,7.51,677,67.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03664,17-08-2025,Manufacturing,CNC Milling Unit,6435000,965250,5469750,60,10.33,686,67.3,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03665,18-08-2025,Construction,Hydraulic Excavator,5561000,834150,4726850,24,10.85,693,72.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03666,18-08-2025,Healthcare,Surgical Robot,4500000,900000,3600000,48,10.22,767,52.1,STRUCTURED_LEASE,Performing
EQF-2025-03667,18-08-2025,Logistics & Fleet,Heavy Duty Hauler,1800000,360000,1440000,36,9.25,778,45.2,STRUCTURED_LEASE,Performing
EQF-2025-03668,18-08-2025,Manufacturing,Industrial Robotic Arm,2461000,492200,1968800,48,7.96,661,78,REQUIRE_COLLATERAL,Performing
EQF-2025-03669,18-08-2025,Manufacturing,Injection Molding Press,5624000,562400,5061600,48,12.59,708,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03670,18-08-2025,Healthcare,Surgical Robot,13879000,3469750,10409250,48,8.21,682,63.6,STRUCTURED_LEASE,Performing
EQF-2025-03671,18-08-2025,Manufacturing,CNC Milling Unit,7052000,1763000,5289000,60,8.18,737,52.3,STRUCTURED_LEASE,Performing
EQF-2025-03672,18-08-2025,Manufacturing,CNC Milling Unit,5326000,1065200,4260800,48,7,704,60.1,STRUCTURED_LEASE,Performing
EQF-2025-03673,18-08-2025,Logistics & Fleet,Electric Delivery Van,2804000,280400,2523600,60,7.37,739,59.1,STRUCTURED_LEASE,Performing
EQF-2025-03674,18-08-2025,Manufacturing,Injection Molding Press,5831000,1457750,4373250,36,10.02,636,83.9,REJECT,60_Days_Past_Due
EQF-2025-03675,18-08-2025,Construction,Hydraulic Excavator,6272000,940800,5331200,36,8.86,724,57.4,STRUCTURED_LEASE,Performing
EQF-2025-03676,18-08-2025,Healthcare,Digital X-Ray System,6707000,1006050,5700950,48,8.2,618,83.6,REJECT,Performing
EQF-2025-03677,18-08-2025,Manufacturing,CNC Milling Unit,6254000,938100,5315900,60,8.3,659,71.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03678,18-08-2025,Healthcare,Surgical Robot,13606000,3401500,10204500,36,8.73,716,64.7,STRUCTURED_LEASE,Performing
EQF-2025-03679,18-08-2025,Logistics & Fleet,Heavy Duty Hauler,2617000,523400,2093600,24,8.5,583,99,REJECT,60_Days_Past_Due
EQF-2025-03680,18-08-2025,Healthcare,Surgical Robot,13257000,1988550,11268450,36,11.6,567,99,REJECT,Default
EQF-2025-03681,19-08-2025,Logistics & Fleet,Heavy Duty Hauler,2838000,567600,2270400,48,8.94,634,87.6,REJECT,Performing
EQF-2025-03682,19-08-2025,Manufacturing,Injection Molding Press,4309000,430900,3878100,48,9.72,648,81.9,REJECT,Performing
EQF-2025-03683,19-08-2025,Logistics & Fleet,Electric Delivery Van,1308000,196200,1111800,48,9.59,655,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03684,19-08-2025,Manufacturing,Injection Molding Press,6367000,636700,5730300,60,9.64,675,73.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03685,19-08-2025,Logistics & Fleet,Electric Delivery Van,4269000,853800,3415200,48,8.94,729,64,STRUCTURED_LEASE,Performing
EQF-2025-03686,19-08-2025,Construction,Bulldozer,8140000,2035000,6105000,36,8.79,837,37.5,AUTO_APPROVE,Performing
EQF-2025-03687,19-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1587000,317400,1269600,48,10.46,669,72.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03688,19-08-2025,Healthcare,MRI Scanner,5136000,770400,4365600,48,9.83,734,63.8,STRUCTURED_LEASE,Performing
EQF-2025-03689,19-08-2025,Manufacturing,Injection Molding Press,5510000,826500,4683500,60,8.36,790,50.2,STRUCTURED_LEASE,Performing
EQF-2025-03690,19-08-2025,Manufacturing,CNC Milling Unit,4311000,862200,3448800,24,7,779,40.7,STRUCTURED_LEASE,Performing
EQF-2025-03691,19-08-2025,Logistics & Fleet,Electric Delivery Van,2831000,424650,2406350,36,8.59,658,73.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03692,19-08-2025,Construction,Bulldozer,10726000,1608900,9117100,36,7.46,766,47.7,STRUCTURED_LEASE,Performing
EQF-2025-03693,19-08-2025,Logistics & Fleet,Forklift Fleet,3951000,395100,3555900,48,8.12,793,35.1,AUTO_APPROVE,Performing
EQF-2025-03694,19-08-2025,Manufacturing,CNC Milling Unit,4383000,1095750,3287250,24,7.52,809,41.9,STRUCTURED_LEASE,Performing
EQF-2025-03695,19-08-2025,Healthcare,Surgical Robot,4210000,842000,3368000,48,11.24,811,54.8,STRUCTURED_LEASE,Performing
EQF-2025-03696,19-08-2025,Manufacturing,Injection Molding Press,1739000,173900,1565100,48,11.23,638,85.7,REJECT,Performing
EQF-2025-03697,20-08-2025,IT & Enterprise Tech,Enterprise Server Rack,4361000,654150,3706850,36,10.64,725,55.8,STRUCTURED_LEASE,Performing
EQF-2025-03698,20-08-2025,Logistics & Fleet,Forklift Fleet,4383000,438300,3944700,48,9,665,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03699,20-08-2025,IT & Enterprise Tech,Enterprise Server Rack,4480000,1120000,3360000,60,8.5,625,78.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03700,20-08-2025,Healthcare,MRI Scanner,8465000,1693000,6772000,48,7.26,741,62.7,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-03701,20-08-2025,Construction,Hydraulic Excavator,2765000,691250,2073750,36,10.87,723,61.8,STRUCTURED_LEASE,Performing
EQF-2025-03702,20-08-2025,Logistics & Fleet,Heavy Duty Hauler,4876000,1219000,3657000,36,10.8,721,60,STRUCTURED_LEASE,Performing
EQF-2025-03703,20-08-2025,Healthcare,MRI Scanner,14850000,1485000,13365000,48,10.24,679,77.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03704,20-08-2025,Logistics & Fleet,Electric Delivery Van,3288000,328800,2959200,36,7.84,850,25.7,AUTO_APPROVE,Performing
EQF-2025-03705,20-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1167000,291750,875250,48,8.99,808,42,STRUCTURED_LEASE,Performing
EQF-2025-03706,20-08-2025,IT & Enterprise Tech,Enterprise Server Rack,3613000,541950,3071050,60,9.32,682,71.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03707,20-08-2025,Logistics & Fleet,Electric Delivery Van,4591000,918200,3672800,48,7,708,64.2,STRUCTURED_LEASE,Performing
EQF-2025-03708,20-08-2025,Healthcare,Digital X-Ray System,11480000,1722000,9758000,36,11.64,742,61.7,STRUCTURED_LEASE,Performing
EQF-2025-03709,20-08-2025,Healthcare,Surgical Robot,11920000,1788000,10132000,36,7.47,776,48.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03710,20-08-2025,IT & Enterprise Tech,Enterprise Server Rack,1242000,248400,993600,60,8.33,741,52.2,STRUCTURED_LEASE,Performing
EQF-2025-03711,20-08-2025,Manufacturing,Industrial Robotic Arm,2246000,224600,2021400,60,7,717,56.6,STRUCTURED_LEASE,Performing
EQF-2025-03712,20-08-2025,Logistics & Fleet,Forklift Fleet,1684000,252600,1431400,36,9.19,617,79.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03713,21-08-2025,Logistics & Fleet,Forklift Fleet,4637000,463700,4173300,36,9.13,837,39.3,AUTO_APPROVE,Performing
EQF-2025-03714,21-08-2025,Construction,Hydraulic Excavator,6970000,1394000,5576000,48,10.97,668,71.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03715,21-08-2025,IT & Enterprise Tech,Enterprise Server Rack,4916000,737400,4178600,36,8.08,778,40.2,STRUCTURED_LEASE,Performing
EQF-2025-03716,21-08-2025,Healthcare,Surgical Robot,5268000,526800,4741200,24,7.87,712,62,STRUCTURED_LEASE,Performing
EQF-2025-03717,21-08-2025,Healthcare,MRI Scanner,14204000,1420400,12783600,36,9.62,791,47.6,STRUCTURED_LEASE,Performing
EQF-2025-03718,21-08-2025,Manufacturing,CNC Milling Unit,7248000,1087200,6160800,36,7,625,81.1,REJECT,Default
EQF-2025-03719,21-08-2025,Healthcare,Surgical Robot,6472000,1294400,5177600,36,11.5,668,75.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03720,21-08-2025,Healthcare,Surgical Robot,13616000,3404000,10212000,36,7.52,700,69.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03721,21-08-2025,Healthcare,MRI Scanner,6898000,689800,6208200,24,12.23,650,70.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03722,21-08-2025,Logistics & Fleet,Electric Delivery Van,1980000,396000,1584000,48,8.31,675,70.1,REQUIRE_COLLATERAL,Performing
EQF-2025-03723,21-08-2025,IT & Enterprise Tech,Enterprise Server Rack,2174000,326100,1847900,48,7.36,793,41.6,STRUCTURED_LEASE,Performing
EQF-2025-03724,21-08-2025,Manufacturing,Industrial Robotic Arm,7870000,787000,7083000,36,10.37,745,55.3,STRUCTURED_LEASE,Performing
EQF-2025-03725,21-08-2025,Healthcare,Surgical Robot,14072000,1407200,12664800,60,10.29,804,44.5,STRUCTURED_LEASE,Performing
EQF-2025-03726,21-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,2511000,251100,2259900,36,10.32,714,66.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03727,21-08-2025,Manufacturing,Injection Molding Press,6438000,1287600,5150400,24,9.65,699,55.5,STRUCTURED_LEASE,Performing
EQF-2025-03728,21-08-2025,Manufacturing,CNC Milling Unit,6230000,623000,5607000,36,12.86,624,82.2,REJECT,Performing
EQF-2025-03729,22-08-2025,Manufacturing,CNC Milling Unit,7146000,714600,6431400,48,7.48,778,33.7,AUTO_APPROVE,Performing
EQF-2025-03730,22-08-2025,Construction,Bulldozer,5020000,753000,4267000,36,11.54,699,65.7,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03731,22-08-2025,Manufacturing,Injection Molding Press,5071000,507100,4563900,24,7.09,722,51.7,STRUCTURED_LEASE,Performing
EQF-2025-03732,22-08-2025,IT & Enterprise Tech,Automated Storage Array,4272000,854400,3417600,48,11.98,673,81.1,REJECT,60_Days_Past_Due
EQF-2025-03733,22-08-2025,Healthcare,MRI Scanner,4289000,643350,3645650,48,10.03,850,35.3,AUTO_APPROVE,Performing
EQF-2025-03734,22-08-2025,Construction,Hydraulic Excavator,5702000,1425500,4276500,48,11.84,717,66.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03735,22-08-2025,Manufacturing,Industrial Robotic Arm,6371000,955650,5415350,48,10.84,663,77.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03736,22-08-2025,Construction,Bulldozer,4647000,464700,4182300,60,7,634,77.5,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03737,22-08-2025,Logistics & Fleet,Electric Delivery Van,4839000,1209750,3629250,24,8.99,744,60.6,STRUCTURED_LEASE,Performing
EQF-2025-03738,22-08-2025,Logistics & Fleet,Heavy Duty Hauler,1315000,197250,1117750,24,7.62,661,59.4,STRUCTURED_LEASE,Performing
EQF-2025-03739,22-08-2025,Logistics & Fleet,Electric Delivery Van,4841000,484100,4356900,60,11.74,680,77.4,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03740,22-08-2025,Construction,Tower Crane,4342000,651300,3690700,48,10.7,610,90.7,REJECT,Performing
EQF-2025-03741,22-08-2025,IT & Enterprise Tech,Enterprise Server Rack,1054000,210800,843200,48,9.73,714,60.2,STRUCTURED_LEASE,Performing
EQF-2025-03742,22-08-2025,Logistics & Fleet,Heavy Duty Hauler,2311000,231100,2079900,24,8.88,713,57.1,STRUCTURED_LEASE,Performing
EQF-2025-03743,22-08-2025,Logistics & Fleet,Forklift Fleet,4188000,837600,3350400,24,10.14,830,25.7,AUTO_APPROVE,Performing
EQF-2025-03744,22-08-2025,Manufacturing,Industrial Robotic Arm,6767000,676700,6090300,36,8.06,675,67.7,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-03745,23-08-2025,Manufacturing,CNC Milling Unit,2962000,592400,2369600,36,9.92,567,92.7,REJECT,Performing
EQF-2025-03746,23-08-2025,Manufacturing,CNC Milling Unit,2878000,719500,2158500,24,9.32,695,58.1,STRUCTURED_LEASE,Performing
EQF-2025-03747,23-08-2025,Logistics & Fleet,Electric Delivery Van,3642000,728400,2913600,36,8.27,794,39.9,AUTO_APPROVE,Performing
EQF-2025-03748,23-08-2025,Healthcare,MRI Scanner,9039000,1355850,7683150,48,10.54,749,57.1,STRUCTURED_LEASE,Performing
EQF-2025-03749,23-08-2025,Healthcare,Surgical Robot,12715000,1271500,11443500,24,12.33,780,47.7,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03750,23-08-2025,IT & Enterprise Tech,Automated Storage Array,925000,138750,786250,24,7.36,739,51.6,STRUCTURED_LEASE,Performing
EQF-2025-03751,23-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3974000,794800,3179200,36,10.92,681,81,REJECT,Default
EQF-2025-03752,23-08-2025,IT & Enterprise Tech,Automated Storage Array,4599000,459900,4139100,24,8.29,636,59,REQUIRE_COLLATERAL,Performing
EQF-2025-03753,23-08-2025,Healthcare,MRI Scanner,14927000,2985400,11941600,24,10.38,646,73.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03754,23-08-2025,Logistics & Fleet,Heavy Duty Hauler,3779000,944750,2834250,36,8.57,670,62.8,STRUCTURED_LEASE,Performing
EQF-2025-03755,23-08-2025,Healthcare,MRI Scanner,6550000,1637500,4912500,36,9.05,751,50.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03756,23-08-2025,Manufacturing,CNC Milling Unit,2257000,564250,1692750,48,9.2,704,68.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03757,23-08-2025,Manufacturing,Industrial Robotic Arm,5986000,1197200,4788800,24,11.54,593,99,REJECT,Performing
EQF-2025-03758,23-08-2025,Healthcare,Surgical Robot,9755000,1951000,7804000,48,9.36,730,59.8,STRUCTURED_LEASE,Performing
EQF-2025-03759,23-08-2025,Healthcare,Surgical Robot,13891000,3472750,10418250,60,8.99,789,51.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03760,23-08-2025,Logistics & Fleet,Heavy Duty Hauler,3961000,792200,3168800,48,9.38,607,83.9,REJECT,Default
EQF-2025-03761,24-08-2025,Manufacturing,Industrial Robotic Arm,5068000,760200,4307800,24,12.34,745,52.6,STRUCTURED_LEASE,Performing
EQF-2025-03762,24-08-2025,Logistics & Fleet,Heavy Duty Hauler,2734000,546800,2187200,36,10.34,572,89.6,REJECT,60_Days_Past_Due
EQF-2025-03763,24-08-2025,Construction,Hydraulic Excavator,5937000,890550,5046450,48,8.58,653,73,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03764,24-08-2025,Healthcare,Digital X-Ray System,6489000,1622250,4866750,60,11.75,626,90.8,REJECT,Performing
EQF-2025-03765,24-08-2025,Construction,Tower Crane,2647000,529400,2117600,60,9.77,754,67.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03766,24-08-2025,Healthcare,MRI Scanner,10324000,2581000,7743000,36,8.21,818,34.2,AUTO_APPROVE,Performing
EQF-2025-03767,24-08-2025,Construction,Bulldozer,4306000,430600,3875400,48,10.09,779,55,STRUCTURED_LEASE,Performing
EQF-2025-03768,24-08-2025,Healthcare,MRI Scanner,6292000,1258400,5033600,60,9.27,776,56.1,STRUCTURED_LEASE,Performing
EQF-2025-03769,24-08-2025,Manufacturing,Injection Molding Press,2378000,475600,1902400,48,7,649,78.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03770,24-08-2025,Manufacturing,Injection Molding Press,2827000,706750,2120250,36,10,747,45.9,STRUCTURED_LEASE,Performing
EQF-2025-03771,24-08-2025,Construction,Tower Crane,2770000,692500,2077500,36,7.89,725,57.4,STRUCTURED_LEASE,Performing
EQF-2025-03772,24-08-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4306000,1076500,3229500,24,7.59,633,72.8,REQUIRE_COLLATERAL,Performing
EQF-2025-03773,24-08-2025,Healthcare,MRI Scanner,8415000,841500,7573500,36,7,779,41.3,STRUCTURED_LEASE,Performing
EQF-2025-03774,24-08-2025,Logistics & Fleet,Forklift Fleet,3334000,333400,3000600,48,9.69,738,65.7,REQUIRE_COLLATERAL,Performing
EQF-2025-03775,24-08-2025,Logistics & Fleet,Forklift Fleet,3620000,905000,2715000,60,9.28,695,71.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03776,24-08-2025,IT & Enterprise Tech,Enterprise Server Rack,5857000,1171400,4685600,60,10.92,763,65.6,REQUIRE_COLLATERAL,Performing
EQF-2025-03777,25-08-2025,Logistics & Fleet,Heavy Duty Hauler,1459000,291800,1167200,36,8.3,719,58.7,STRUCTURED_LEASE,Performing
EQF-2025-03778,25-08-2025,Construction,Hydraulic Excavator,6052000,1513000,4539000,48,8.78,788,48.6,STRUCTURED_LEASE,Performing
EQF-2025-03779,25-08-2025,Logistics & Fleet,Electric Delivery Van,2134000,320100,1813900,36,12.47,832,43.8,STRUCTURED_LEASE,Performing
EQF-2025-03780,25-08-2025,IT & Enterprise Tech,Enterprise Server Rack,3279000,327900,2951100,48,7,691,63.8,STRUCTURED_LEASE,Performing
EQF-2025-03781,25-08-2025,Healthcare,MRI Scanner,14125000,1412500,12712500,48,11.32,691,82.1,REJECT,Default
EQF-2025-03782,25-08-2025,Healthcare,Surgical Robot,11964000,1794600,10169400,36,8.33,678,72.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03783,25-08-2025,Manufacturing,CNC Milling Unit,6134000,1533500,4600500,36,14.17,711,72.3,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03784,25-08-2025,Logistics & Fleet,Forklift Fleet,2877000,575400,2301600,24,10.58,797,43,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-03785,25-08-2025,Logistics & Fleet,Forklift Fleet,3750000,750000,3000000,24,8.56,641,74.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03786,25-08-2025,Manufacturing,Industrial Robotic Arm,1727000,172700,1554300,60,7.41,620,89,REJECT,Performing
EQF-2025-03787,25-08-2025,Construction,Hydraulic Excavator,7483000,1122450,6360550,24,10.11,725,65,REQUIRE_COLLATERAL,Performing
EQF-2025-03788,25-08-2025,Construction,Hydraulic Excavator,7207000,1441400,5765600,24,7,707,58.6,STRUCTURED_LEASE,Performing
EQF-2025-03789,25-08-2025,Manufacturing,Injection Molding Press,3926000,392600,3533400,36,10.53,722,61.3,STRUCTURED_LEASE,Performing
